"nombrePropio","nombreComun","latitud","id","lugarDePlantacion","nombreCientifico","estado","longitud","riegos","id_monitores","altura_monitores","fotografia_monitores","timestamp_monitores","sanidad_monitores"
"molle","molle",-17.41038153439427,"b1j4j7yBqM5pFJIuteW5","Parque","Schinus molle","vivo",-66.04774039238691,"[{""id"":""nTB9Qaqt5XxgVGr17QRi"",""timestamp"":{""seconds"":1669814037,""nanoseconds"":240000000}}]","g0NrN7t9Ov0rwSt1xITt",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221130_091344_7708642502493341666.jpg?alt=media&token=63efb586-30b2-4bda-9323-63302bec42e9","2022-11-30 09:13:57","Sano, vigoroso"
"1","Lavanda",-17.40967707837937,"vuwTWQcMHvqxkQlasP4J","Parque","...","vivo",-66.04972388595343,"[{""id"":""4RvkHpgmN4XYR1VfR04E"",""timestamp"":{""seconds"":1671048296,""nanoseconds"":772000000}}]","TsOj57Bdcpt6xFFU7Zf5",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_160344_6910718509121648565.jpg?alt=media&token=2aa93775-68be-4313-ade0-eb527ca3b54a","2022-12-14 16:04:56","Sano, vigoroso"
"WM2","Tajibo",-17.40970395141069,"3G16CDYXgV2egQrbiJM7","WaychaMayu","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.04968801140785,"[{""id"":""AFFe5tFuweKDsLxvEhSW"",""timestamp"":{""seconds"":1671048564,""nanoseconds"":946000000}}]","1iso5vGk463AejCIaeTr",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_160834_859572164454667585.jpg?alt=media&token=f54b9f8b-1244-4a28-ba6e-7ee81c40c9d3","2022-12-14 16:09:24","Sano, vigoroso"
"WM3","Tara",-17.40970011240646,"97vgUbxNGk8cDvGoa3yH","Parque","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.0496662184596,"[{""id"":""bAo2QUKuFFj7JdTSa0YK"",""timestamp"":{""seconds"":1671048684,""nanoseconds"":785000000}}]","z5b8SgpWaSHeIgubpiwI",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_161029_3764916753649944932.jpg?alt=media&token=642b21b1-a122-4a8e-a1a3-b8fa0b0494e4","2022-12-14 16:11:24","Sano, vigoroso"
"wm4","chillijchi",-17.40970459124472,"OKID6S0U8MftMdMbP8ib","Parque","Erythrina falcata Benth.","vivo",-66.04964140802622,"[{""id"":""GYMiU0QLxGlPt9BZjnqJ"",""timestamp"":{""seconds"":1671048815,""nanoseconds"":98000000}}]","suQr8sjwRvl80jxLBisA",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_161248_2636843105908818228.jpg?alt=media&token=cada8edb-8748-4cff-91d5-40c1dd9d41bc","2022-12-14 16:13:35","Sano, vigoroso"
"wm5","soto",-17.409719307426812,"BxmqjZW20aOp8zPaxIKg","Parque","Schinopsis haenkeana Engl.","vivo",-66.04959815740585,"[{""id"":""LcpS2szMMiWyY6dtvyj2"",""timestamp"":{""seconds"":1671048922,""nanoseconds"":888000000}}]","UxLSYUVajt6oW8J41s30",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_161421_4067297856202293270.jpg?alt=media&token=8518440c-e954-4267-b94b-72417c494ed1","2022-12-14 16:15:22","Sano, vigoroso"
"wm6","soto",-17.409723786264603,"jwfL2zD4Kqss40i2ThsI","Parque","Schinopsis haenkeana Engl.","vivo",-66.04957468807697,"[{""id"":""eCYRbn0L40gUnKB5APOn"",""timestamp"":{""seconds"":1671049135,""nanoseconds"":372000000}}]","XYj2E3NPrgcOoFBoMJ4W",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_161754_2077922756354780572.jpg?alt=media&token=511075fd-e015-4fc2-8573-aecf9b6c091a","2022-12-14 16:18:55","Sano, vigoroso"
"wm7","Sauce",-17.409729224853216,"oYtZDieboXJSXW4t8fTk","Parque","Salix humboldtiana","vivo",-66.0495388135314,"[{""id"":""4da6XMZVXdg5b1x2Ov1d"",""timestamp"":{""seconds"":1671049239,""nanoseconds"":706000000}}]","KUyfJCphQC6Q9wABQyrf",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_161951_6894950064556501700.jpg?alt=media&token=ed2dbf25-a077-492c-979c-d47795f401ce","2022-12-14 16:20:39","Sano, vigoroso"
"wm8","sauce",-17.409742341448585,"qkrunM7n3MURhnsHTIWn","Parque","Salix humboldtiana","vivo",-66.04949925094843,"[{""id"":""3vKQ7Om7p22LjLRCb5zj"",""timestamp"":{""seconds"":1671049386,""nanoseconds"":530000000}}]","nNNQtt4Ff7iZp1XmmWKU",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_162209_835855771000155794.jpg?alt=media&token=24995e02-397c-4dab-9e82-21e3298d4d10","2022-12-14 16:23:06","Sano, vigoroso"
"wm9","sauce",-17.409747780036625,"vBdeyMOSK8LRx7tTzeue","Parque","Salix humboldtiana","vivo",-66.04946035891771,"[{""id"":""NdCXZAcEKcjAZaiBExRi"",""timestamp"":{""seconds"":1671049534,""nanoseconds"":646000000}}]","LV07xEpJD4l7hCJVHy3P",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_162353_7082557013550963299.jpg?alt=media&token=4534020a-a409-43b4-96da-882879f7a51b","2022-12-14 16:25:34","Sano, vigoroso"
"wm10","tajibo",-17.40975033937212,"SUAYCkPh9H6GglsOCzVN","Parque","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.04943487793207,"[{""id"":""yXKl7xJGb1P0HOMTHWsb"",""timestamp"":{""seconds"":1671049654,""nanoseconds"":460000000}}]","3CLD3QO3640qTnfq6OzQ",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_162617_4627861804990125601.jpg?alt=media&token=8f654638-134e-44a8-92d8-6ee7f2f496b4","2022-12-14 16:27:34","Sano, vigoroso"
"wm11","tara",-17.40976281613215,"GOg4ABuIn39anGN1hOIE","Parque","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04938793927431,"[{""id"":""ZKvFZPD9JlFZ2MezqxeT"",""timestamp"":{""seconds"":1671049730,""nanoseconds"":349000000}}]","ENolGwRmUsE4JiQryJzf",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_162755_595392931201187702.jpg?alt=media&token=53bd5b34-ff1b-4844-ac0d-23a242c88387","2022-12-14 16:28:50","Sano, vigoroso"
"wm12","chillijchi",-17.409773693306867,"2GItfIaOTKDAMuhL5hYt","Parque","Erythrina falcata Benth.","vivo",-66.04932893067598,"[{""id"":""gk5ZeIpmmLHNXDeOyRgx"",""timestamp"":{""seconds"":1671049880,""nanoseconds"":448000000}}]","bJmm0dgX2eRHxYcgjcif",0.7,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_163014_2788335304655746552.jpg?alt=media&token=814b8a9c-d32a-44a3-adfc-a5137261c4f7","2022-12-14 16:31:20","Sano, vigoroso"
"wm13","guayaba",-17.409781691229043,"31bQgiKOx9YJHsnoU4qI","Parque","...","vivo",-66.04929339140654,"[{""id"":""F0VlW2f2c7oc4lMY4hOE"",""timestamp"":{""seconds"":1671050003,""nanoseconds"":798000000}}]","lM1tFsaTY7ccmmYVJxtd",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_163139_8104426207160357925.jpg?alt=media&token=31ba0a70-9e17-4db2-8235-b9ac215a89ab","2022-12-14 16:33:23","Sano, vigoroso"
"wm14","tipa",-17.409800886240834,"DYHqGawo1TrifMv7WHrh","Parque","Tipuana tipu (Benth.) Kuntze.","vivo",-66.04923237115145,"[{""id"":""LYvSMRveu74R3mwcdhmO"",""timestamp"":{""seconds"":1671050950,""nanoseconds"":684000000}}]","myWv82Ki1xONAc5UALwQ",0.7,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_164807_2009265460834569026.jpg?alt=media&token=3c8dd2de-ed88-48b4-bd33-d07b5a51b274","2022-12-14 16:49:10","Sano, vigoroso"
"wm15","tajibo",-17.409639648079157,"ymI76DLUlptjVpiIWMtd","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.04958977550268,"[{""id"":""V5JoAY2zNtrB6sBl0SdE"",""timestamp"":{""seconds"":1671051449,""nanoseconds"":81000000}}]","hblXroL8wu5TrvTO0bTn",0.7,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_165525_3239456020882546800.jpg?alt=media&token=2db12cb2-df31-439e-a095-849c9d538582","2022-12-14 16:57:29","Sano, vigoroso"
"wm16","chacatea",-17.40964668625585,"fNXfKFN50BUfR9P9Rbul","Acera","Dodonaea viscosa Jacq.","vivo",-66.04953948408365,"[{""id"":""AEqEa6tGHLxC0maKIJ3H"",""timestamp"":{""seconds"":1671051522,""nanoseconds"":987000000}}]","RdYE8O4V4CSo1BlWE5mX",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_165753_3348597253436984652.jpg?alt=media&token=974b8652-dd9b-40b1-b6d2-d5eca224d8b5","2022-12-14 16:58:42","Sano, vigoroso"
"wm16","guayaba",-17.409657883354576,"caqeYbiKb9GR8pKCf7zG","Acera","...","vivo",-66.0494989156723,"[{""id"":""kNZyDEq5nLjyDsg4xO0C"",""timestamp"":{""seconds"":1671051661,""nanoseconds"":491000000}}]","GIb6V4MYJvDyT4iSphL9",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_170009_4266020609097901357.jpg?alt=media&token=5d593be4-8b37-4839-9bd6-b9bda35391c5","2022-12-14 17:01:01","Sano, vigoroso"
"wm19","limon",-17.409670040203842,"J3qpNHnxH1bftXf6dKkn","Acera","...","vivo",-66.04944627732038,"[{""id"":""1yPhaDWA8hzyn6yIycSp"",""timestamp"":{""seconds"":1671051774,""nanoseconds"":486000000}}]","ET2gllykCRfg9mcPBuPE",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_170155_7472071175332858956.jpg?alt=media&token=759efcb8-b910-4734-82aa-57c43b2300bd","2022-12-14 17:02:54","Sano, vigoroso"
"wm18","tajibo",-17.40969083481256,"Ph5wFhwpK9JPDxiclOSa","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.0493802279234,"[{""id"":""CVMATLNUGeC9zEeWJKEN"",""timestamp"":{""seconds"":1671052160,""nanoseconds"":602000000}}]","nkRtgEt7jXjdkKGir7X4",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_170839_1984769060295465057.jpg?alt=media&token=1d88fdbe-721e-42ee-9cfa-bdb51700ba5b","2022-12-14 17:09:20","Sano, vigoroso"
"wm19","chillijchi",-17.40970907008288,"oTEecpAc99ouVRov2Sgr","Acera","Erythrina falcata Benth.","vivo",-66.0493141785264,"[{""id"":""OReCAZjaHLOrcwfuGlEV"",""timestamp"":{""seconds"":1671052259,""nanoseconds"":585000000}}]","qpuPnn4RuL7MZV4e15X4",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_171015_7768997303952893412.jpg?alt=media&token=a76342bf-7e28-4a84-a059-606223b4ffc4","2022-12-14 17:10:59","Sano, vigoroso"
"wm20","tara",-17.409718347675838,"DFyzT1NPnCLpAq9RVlTE","Acera","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04926187545061,"[{""id"":""VQH2bP8F5nvOvDMxmLIT"",""timestamp"":{""seconds"":1671052376,""nanoseconds"":663000000}}]","AtiovRVjjxDYsBSd2tvL",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_171222_6008141245947648316.jpg?alt=media&token=30718ed5-fd2c-48a2-aa4f-368711780c9f","2022-12-14 17:12:56","Sano, vigoroso"
"wm21","guayaba",-17.409723786264603,"6n5JiPE6S1BwWTr9T6Vw","Acera","...","vivo",-66.04922834783792,"[{""id"":""7ERZH6zeN1oCvZT0WGbT"",""timestamp"":{""seconds"":1671052444,""nanoseconds"":346000000}}]","UtapbgNjbfx0GoAT2Fwt",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_171324_6737857502117753425.jpg?alt=media&token=cc530aa5-d581-4435-9650-29bea30e84ba","2022-12-14 17:14:04","Sano, vigoroso"
"wm22","chillijchi",-17.409819761333782,"pnnru8cEEB8x7lzCxTbD","Parque","Erythrina falcata Benth.","vivo",-66.04916866868734,"[{""id"":""KUlX31cJbrVG0YgTxkTr"",""timestamp"":{""seconds"":1671052590,""nanoseconds"":153000000}}]","MDnAbNzmxq4Cd1CfkXeW",0.65,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_171547_8670437819744797920.jpg?alt=media&token=a282dd70-6e43-4e62-9700-399fda132698","2022-12-14 17:16:30","Sano, vigoroso"
"wm23","soto",-17.40982775925395,"JslBhJjQNfFGFMhdhVH5","Parque","...","vivo",-66.04913279414177,"[{""id"":""OlWIPqeJ2pmnkXI94UK4"",""timestamp"":{""seconds"":1671052728,""nanoseconds"":70000000}}]","VjlIYln0WtZiY4QXe9wT",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_171807_3438198468040353027.jpg?alt=media&token=b197d6e3-f297-410d-9930-fda8acb690dc","2022-12-14 17:18:48","Sano, vigoroso"
"wm24","tara",-17.409840236008698,"EG5hhhyLevnHNV6lH9pN","Parque","...","vivo",-66.04908484965563,"[{""id"":""NudcIWyBhmNiYelYeHte"",""timestamp"":{""seconds"":1671052793,""nanoseconds"":745000000}}]","LIVhxUbiKvwI1bSs5532",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_171912_2527925863602226385.jpg?alt=media&token=e2ca1c4b-a30e-44d6-b627-d6c7559f5cce","2022-12-14 17:19:53","Sano, vigoroso"
"wm25","jacaranda",-17.409850473345276,"ymrHNOl1RtHx2pbPwN4U","Parque","Jacarandá mimosifolia D. Don","vivo",-66.04904763400555,"[{""id"":""EhY0CwxPaS0nLWGftxtr"",""timestamp"":{""seconds"":1671052974,""nanoseconds"":927000000}}]","hjD2Hdck5HYFK3hZ1Twf",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_172203_1980782629536650124.jpg?alt=media&token=2d81d98a-69ad-4f65-8e5d-c3de59d499e7","2022-12-14 17:22:54","Sano, vigoroso"
"wm26","tara",-17.409860390764543,"HPHC6Erc8jil9bRW8Np1","Parque","...","vivo",-66.0490070655942,"[{""id"":""jWhgV14UHKgPEkN2anDD"",""timestamp"":{""seconds"":1671053039,""nanoseconds"":237000000}}]","1ATA5bRwo0318fQeV3tm",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_172326_4622073416155221451.jpg?alt=media&token=b8d211a4-6234-44aa-b3ed-0942bbfab360","2022-12-14 17:23:59","Sano, vigoroso"
"wm27","limon",-17.409870628100016,"SLpQoIO7EuVeudJI8Y63","Parque","...","vivo",-66.04895811527967,"[{""id"":""Gnqld5M7OGMdWfWQtq86"",""timestamp"":{""seconds"":1671053124,""nanoseconds"":700000000}}]","QJhN3gqrr9B00ZUS5You",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_172433_6222493693722245302.jpg?alt=media&token=bbb360e1-dcae-4d83-93a0-acf4a2da6836","2022-12-14 17:25:24","Sano, vigoroso"
"wm28","tipa",-17.409882784935125,"kjSLb5mOyotPtBNuLfAr","Parque","...","vivo",-66.0489098355174,"[{""id"":""NMRVIp2oDCGAc4FH4urW"",""timestamp"":{""seconds"":1671053181,""nanoseconds"":368000000}}]","9Hh5Ui6ds6inX4fKxjrd",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_172551_3854215017443807857.jpg?alt=media&token=41053442-4395-43a7-837b-e7b7f5ff73f9","2022-12-14 17:26:21","Sano, vigoroso"
"wm29","tara",-17.40989110276922,"xRh0xr1wD9OyBWZ746bh","Parque","...","vivo",-66.04887396097183,"[{""id"":""XYSjPprT3Vx1al0DSsjB"",""timestamp"":{""seconds"":1671053268,""nanoseconds"":246000000}}]","ndTSBiQQvGQArjewXqYV",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_172712_2135995226969451055.jpg?alt=media&token=15580a13-70b6-4371-94c8-0817d3b5087e","2022-12-14 17:27:48","Sano, vigoroso"
"wm30","tipa",-17.40990485918629,"W3lRN36wXGpYPQPo787w","Parque","...","vivo",-66.04884143918753,"[{""id"":""EMcjc07Oe0zcCX917fIB"",""timestamp"":{""seconds"":1671053494,""nanoseconds"":153000000}}]","H0BLMUL6VaCBVYxqNCAE",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_173050_8495596159071070961.jpg?alt=media&token=abed3850-0911-405e-8a7b-1d8322b64b87","2022-12-14 17:31:34","Sano, vigoroso"
"wm31","tara",-17.409928852934534,"TWa45XHLgHyGCqaBf896","Parque","...","vivo",-66.04882031679153,"[{""id"":""2XCOFmX4irnH8l2EcAJk"",""timestamp"":{""seconds"":1671053638,""nanoseconds"":752000000}}]","zdLJg0JNBMR3DauErj6r",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_173311_6521498746144690497.jpg?alt=media&token=d2303151-6370-4b44-b003-613f75b50c2a","2022-12-14 17:33:58","Sano, vigoroso"
"wm32","tara",-17.409944208931762,"JAP4xSsuzxjtsLqjsvN4","Parque","...","vivo",-66.0487737134099,"[{""id"":""mmcdZ61OjtPy0p3oMKQJ"",""timestamp"":{""seconds"":1671053733,""nanoseconds"":394000000}}]","P1mZVEdmlDttPlLNnTK8",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_173457_1559191023358279402.jpg?alt=media&token=91d1b436-98a5-4dba-bc9f-fa44ca57ed95","2022-12-14 17:35:33","Sano, vigoroso"
"wm33","tipa",-17.409955725928832,"dWPaJcNOf2obZQVfetuj","Parque","...","vivo",-66.04873113334179,"[{""id"":""GchYelbpStcsNsrjuIwS"",""timestamp"":{""seconds"":1671053848,""nanoseconds"":635000000}}]","srxWHviwlW12bjNKZlNh",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_173610_3678276792982501506.jpg?alt=media&token=0c58131b-04e5-4db1-ba2e-78d6fb28fbaa","2022-12-14 17:37:28","Sano, vigoroso"
"wm34","tara",-17.409964363676156,"nF9eR3x02HEfSXAxPPo3","Parque","...","vivo",-66.04870028793812,"[{""id"":""ElcVnwCoRX7QsTWqNZHW"",""timestamp"":{""seconds"":1671053907,""nanoseconds"":604000000}}]","EcPojknRO8lzG3dHkuHF",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_173750_835191514025099132.jpg?alt=media&token=e7aff52b-5097-4867-8202-895b88187d90","2022-12-14 17:38:27","Sano, vigoroso"
"wm35","tara",-17.409884064601936,"oD8srv4QtHpeOsa4stfF","Parque","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04871805757284,"[{""id"":""JcFbmg9ULct7ep2G0B4y"",""timestamp"":{""seconds"":1671054254,""nanoseconds"":584000000}}]","NPlrfyv4Jv3t5S89HBzG",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_174322_3367736947866227673.jpg?alt=media&token=b0161984-4db3-4645-80f9-afcaf6c7f161","2022-12-14 17:44:14","Sano, vigoroso"
"wm36","tajibo",-17.409869988266557,"jzNwGpBMEkwSlvMpUAri","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.0487613081932,"[{""id"":""Qk84r1iNY619Og0nFvBZ"",""timestamp"":{""seconds"":1671054392,""nanoseconds"":959000000}}]","FrMLmaOebxqgO3iRkDy3",0.8,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_174517_7535267816015715857.jpg?alt=media&token=d134b2f0-1b87-44c8-87b5-26b6c9d1c8e8","2022-12-14 17:46:32","Sano, vigoroso"
"wm37","chacatea",-17.409855272096603,"GFwywgNlGebTLDDwDr2y","Acera","Dodonaea viscosa Jacq.","vivo",-66.0488062351942,"[{""id"":""C85PVcoqgFGHYzfIKvdo"",""timestamp"":{""seconds"":1671054445,""nanoseconds"":417000000}}]","ENYI47sLO16Eqfw7Rz6e",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_174650_4835721025899305653.jpg?alt=media&token=f2c7a4ee-ad3c-435f-a055-9d859fb02547","2022-12-14 17:47:25","Sano, vigoroso"
"wm38","jarca",-17.4098437550932,"wAQKkQ5YwYrN0luorXt9","Acera","Senegalia (Acacia) visco (Lorentz ex Griseb.) Seigler & Ebinger","vivo",-66.04884412139654,"[{""id"":""bd9UiMFYNNIw5bKlMOdx"",""timestamp"":{""seconds"":1671054550,""nanoseconds"":633000000}}]","g4D9aBQh2JBU67Khz6SY",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_174802_1869845324866337805.jpg?alt=media&token=e751dcbe-6376-44b9-baf6-2d805e4cd90e","2022-12-14 17:49:10","Sano, vigoroso"
"wm39","soto",-17.4098200812506,"bCjTOrSvzDNszvDobbhN","Acera","Schinopsis haenkeana Engl.","vivo",-66.04890782386065,"[{""id"":""USyh9JzIMfDxzcTA7Y6P"",""timestamp"":{""seconds"":1671054659,""nanoseconds"":914000000}}]","8jSpuBLTBqoUhYj4FY4w",0.7,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_175008_9018423388809652923.jpg?alt=media&token=03b9a765-0f5c-47f0-bba9-283a5f6ff39c","2022-12-14 17:50:59","Sano, vigoroso"
"wm40","chachacoma",-17.409800566323977,"RFDLNUxj4xLdUAB1lm2I","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.04897689074278,"[{""id"":""nZSJzA2rK3gqNDoScmay"",""timestamp"":{""seconds"":1671054769,""nanoseconds"":195000000}}]","9MKmJDGt2QFxEehodAUN",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_175127_3898617096990075269.jpg?alt=media&token=fa2fe264-36c0-4d2b-9d1d-245d6b42d4c1","2022-12-14 17:52:49","Sano, vigoroso"
"wm41","jacaranda",-17.409786489982174,"Tor5UvXHoZYINCYortmI","Acera","...","vivo",-66.04902550578117,"[{""id"":""5YglQp7cgtjhkKgx0Abb"",""timestamp"":{""seconds"":1671054895,""nanoseconds"":641000000}}]","R2Am4NEdSCDqVPDBFtun",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_175408_5788480564392802904.jpg?alt=media&token=5321f909-0a10-4b17-90fe-75c5c946dc85","2022-12-14 17:54:55","Sano, vigoroso"
"wm42","guayaba",-17.40977561280822,"pqqqzJcfXs9gndjQNB9o","Acera","...","vivo",-66.049062050879,"[{""id"":""VFsiARBj4mroosOLbOkT"",""timestamp"":{""seconds"":1671054963,""nanoseconds"":316000000}}]","dOM4p48uJvXbWGg30z1u",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_175525_4287996807456553467.jpg?alt=media&token=d72b43a4-00fb-4884-bef3-fa6b6727ee58","2022-12-14 17:56:03","Sano, vigoroso"
"wm43","tipa",-17.409989637082653,"SFs8A6OzvnStylWDM6xj","Parque","Tipuana tipu (Benth.) Kuntze.","vivo",-66.04865938425064,"[{""id"":""f1avOf3nsjYDxPyARdMU"",""timestamp"":{""seconds"":1671055277,""nanoseconds"":623000000}}]","vHuBZm5wv2MFdQbSYeIc",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_180027_171390271654072642.jpg?alt=media&token=04090ad7-3fb8-4a6f-a6a7-1ed320393f72","2022-12-14 18:01:17","Sano, vigoroso"
"wm44","chillijchi",-17.409998274828375,"kTConbYg4BsSrdp9CTDs","Parque","Erythrina falcata Benth.","vivo",-66.04862216860056,"[{""id"":""dZNNamP1O0nUCmdSsYGh"",""timestamp"":{""seconds"":1671055417,""nanoseconds"":548000000}}]","1qDVtyo2UkoyVOOF5Gpg",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20221214_180300_3481058096884202380.jpg?alt=media&token=8fbfb2cf-dee1-4da9-9b62-e27620fc9afb","2022-12-14 18:03:37","Sano, vigoroso"
